Creditor_Name ,Invoice Line Amount,Payment_Date,LA Department,Expenditure Category/Description
ANGELS ABODE LIMITED,"£1,085.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,085.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,085.00", 30/07/2018,Health and Adult Services,Rents Other
FOUR SEASONS HEALTH CARE LTD (MARLBOROUGH COURT),"£2,052.78", 30/07/2018,Health and Adult Services,Services Private Contractor
ANGELS ABODE LIMITED,"£1,550.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,550.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,860.00", 30/07/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£1,380.09", 30/07/2018,Health and Adult Services,Private Home Help Domest Misc
ANGELS ABODE LIMITED,"£1,395.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,085.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,860.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,860.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,860.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,395.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,550.00", 30/07/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£3,454.08", 30/07/2018,Health and Adult Services,Supported Living
ANGELS ABODE LIMITED,"£1,860.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,395.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,860.00", 30/07/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£15,500.00", 30/07/2018,Childrens Services,Agency Placements
ANGELS ABODE LIMITED,"£1,550.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,£650.00, 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,550.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,£800.00, 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,860.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,£500.00, 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,550.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,085.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,000.00", 30/07/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£2,166.81", 30/07/2018,Health and Adult Services,Private Sector Nursing Homes
ANGELS ABODE LIMITED,"£1,550.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,550.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,550.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,860.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,860.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,550.00", 30/07/2018,Health and Adult Services,Rents Other
REGARD PARTNERSHIP LTD,"£4,178.62", 30/07/2018,Health and Adult Services,Supported Living
REGARD PARTNERSHIP LTD,"£3,817.78", 30/07/2018,Health and Adult Services,Supported Living
ANGELS ABODE LIMITED,"£1,550.00", 30/07/2018,Health and Adult Services,Rents Other
REGARD PARTNERSHIP LTD,"£4,103.38", 30/07/2018,Health and Adult Services,Supported Living
REDACTED PERSONAL INFORMATION,"£6,594.63", 30/07/2018,Health and Adult Services,Services Private Contractor
ANGELS ABODE LIMITED,"£1,085.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,550.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,240.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,085.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,085.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£2,170.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,800.00", 30/07/2018,Health and Adult Services,Rents Other
SANCTUARY CARE LTD,£772.66, 30/07/2018,Health and Adult Services,Services Private Contractor
SANCTUARY CARE LTD,"£1,352.16", 30/07/2018,Health and Adult Services,Services Private Contractor
SANCTUARY CARE LTD,"£1,352.16", 30/07/2018,Health and Adult Services,Services Private Contractor
SANCTUARY CARE LTD,"£1,352.16", 30/07/2018,Health and Adult Services,Services Private Contractor
SANCTUARY CARE LTD,"£1,352.16", 30/07/2018,Health and Adult Services,Services Private Contractor
SANCTUARY CARE LTD,"£1,352.16", 30/07/2018,Health and Adult Services,Services Private Contractor
SANCTUARY CARE LTD,"£1,352.16", 30/07/2018,Health and Adult Services,Services Private Contractor
SANCTUARY CARE LTD,"£1,352.16", 30/07/2018,Health and Adult Services,Services Private Contractor
SANCTUARY CARE LTD,"£1,352.16", 30/07/2018,Health and Adult Services,Services Private Contractor
SANCTUARY CARE LTD,"£1,352.16", 30/07/2018,Health and Adult Services,Services Private Contractor
SANCTUARY CARE LTD,"£1,352.16", 30/07/2018,Health and Adult Services,Services Private Contractor
SANCTUARY CARE LTD,"£1,352.16", 30/07/2018,Health and Adult Services,Services Private Contractor
SANCTUARY CARE LTD,"£1,352.16", 30/07/2018,Health and Adult Services,Services Private Contractor
SANCTUARY CARE LTD,"£3,600.00", 30/07/2018,Health and Adult Services,Services Private Contractor
ANGELS ABODE LIMITED,"£1,085.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,085.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,860.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,085.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,085.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,395.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,085.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,550.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,085.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,085.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,085.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,860.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,550.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,550.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,085.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,860.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,860.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,860.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,550.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,860.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,550.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,550.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,085.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,085.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,240.00", 30/07/2018,Health and Adult Services,Rents Other
ANCHOR FOSTERCARE SERVICES LIMITED,"£6,101.69", 30/07/2018,Childrens Services,Agency Placements
ANGELS ABODE LIMITED,"£1,085.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,240.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,240.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,240.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,550.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,860.00", 30/07/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£7,444.30", 30/07/2018,Health and Adult Services,Services Private Contractor
ANGELS ABODE LIMITED,"£1,550.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,550.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,860.00", 30/07/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£12,377.86", 30/07/2018,Health and Adult Services,Services Private Contractor
ANGELS ABODE LIMITED,"£1,550.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,085.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,085.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,860.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,860.00", 30/07/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£4,490.04", 30/07/2018,Childrens Services,Agency Placements
ANGELS ABODE LIMITED,"£2,015.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,860.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,860.00", 30/07/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£2,648.70", 30/07/2018,Childrens Services,Agency Placements
ANGELS ABODE LIMITED,"£1,860.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,550.00", 30/07/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£3,106.29", 30/07/2018,Health and Adult Services,Private Sector Nursing Homes
SANCTUARY CARE LTD,"£2,531.51", 30/07/2018,Health and Adult Services,Private Sector Nursing Homes
ANGELS ABODE LIMITED,"£1,085.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,085.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,860.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,085.00", 30/07/2018,Childrens Services,Asylum Immigration
REDACTED PERSONAL INFORMATION,"£4,750.00", 30/07/2018,Health and Adult Services,Services Private Contractor
CRAEGMOOR OAKS SIDCUP PRIORY,£612.00, 30/07/2018,Health and Adult Services,Client Support
ANGELS ABODE LIMITED,"£1,550.00", 30/07/2018,Health and Adult Services,Rents Other
CRAEGMOOR OAKS SIDCUP PRIORY,"£13,392.00", 30/07/2018,Health and Adult Services,Client Support
ANGELS ABODE LIMITED,"£1,550.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,550.00", 30/07/2018,Health and Adult Services,Rents Other
CRAEGMOOR OAKS SIDCUP PRIORY,"£6,696.00", 30/07/2018,Health and Adult Services,Client Support
ANGELS ABODE LIMITED,"£1,550.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,550.00", 30/07/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,550.00", 30/07/2018,Health and Adult Services,Rents Other
PROTECTION AGAINST STALKING,£500.00, 30/07/2018,Comm Safety and Environment,Other Services
ROBERT OWEN EARLY YEARS CENTRE,"£2,268.00", 30/07/2018,Childrens Services,Additional support for VunerableChildren
ROBERT OWEN EARLY YEARS CENTRE,"£2,558.11", 30/07/2018,Childrens Services,Additional support for VunerableChildren
BROADBEAN TECHNOLOGY LIMITED,"£1,776.06", 30/07/2018,Chief Executives,Services Private Contractor
GREENWICH CARERS CENTRE,"£59,400.00", 30/07/2018,Health and Adult Services,Other Services
EVOLVE PARTNERSHIP LTD,"£1,628.99", 30/07/2018,Housing Services HRA,Professional Fees
HYDE HOUSING ASSOCIATION,"£15,616.62", 30/07/2018,Health and Adult Services,Service Charges
HYDE HOUSING ASSOCIATION,"£15,616.62", 30/07/2018,Health and Adult Services,Service Charges
BROADBEAN TECHNOLOGY LIMITED,£831.60, 30/07/2018,Chief Executives,Services Private Contractor
PORT OF LONDON AUTHORITY,"£5,390.64", 30/07/2018,Regeneration Enterprise and Sk,Non It Licences
J H GARLICK LIMITED,"£1,440.00", 30/07/2018,Housing Services HRA,Voids
J H GARLICK LIMITED,£142.80, 30/07/2018,Housing Services HRA,Voids
EMMAUS GREENWICH,"£2,229.57", 30/07/2018,Housing Services HRA,Voids
LLOYDS TSB COMMERCIAL FINANCE LTD,"£8,064.00", 30/07/2018,Health and Adult Services,Services by External Providers
REDACTED PERSONAL INFORMATION,"£1,820.00", 30/07/2018,Housing Services,Landlord Incentive Payments
REDACTED PERSONAL INFORMATION,"£1,500.00", 30/07/2018,Housing Services,Landlord Incentive Payments
REDACTED PERSONAL INFORMATION,"£2,000.00", 30/07/2018,Housing Services,Landlord Incentive Payments
REDACTED PERSONAL INFORMATION,"£1,500.00", 30/07/2018,Housing Services,Landlord Incentive Payments
REDACTED PERSONAL INFORMATION,"£2,000.00", 30/07/2018,Housing Services,Landlord Incentive Payments
REDACTED PERSONAL INFORMATION,"£2,500.00", 30/07/2018,Housing Services,Landlord Incentive Payments
OXLEAS NHS FOUNDATION TRUST,"£700,564.41", 30/07/2018,Health and Adult Services,Services by External Providers
OCCUPATIONAL SERVICE SOLUTIONS LIMITED,£591.84, 30/07/2018,Health and Adult Services,BIA`s (Best Interest Assessment)
OXLEAS NHS FOUNDATION TRUST,"£114,556.00", 30/07/2018,Health and Adult Services,Medical Services
ONE HOUSING GROUP LTD,"£100,000.00", 30/07/2018,Health and Adult Services,Other Agency Services
REED SPECIALIST RECRUITMENT LTD,"£1,218.00", 30/07/2018,Chief Executives,Agency Staff
LOLLIPOPS COMPLETE CHILD CARE SERVICES LTD,£982.00, 31/07/2018,Childrens Services,Additional support for VunerableChildren
ROBERT OWEN EARLY YEARS CENTRE,"£4,463.19", 31/07/2018,Childrens Services,Additional support for VunerableChildren
ROBERT OWEN EARLY YEARS CENTRE,"£1,152.00", 31/07/2018,Childrens Services,Additional support for VunerableChildren
DWF LLP,"£2,397.90", 31/07/2018,Chief Executives,Professional Fees
CLARKE BARNES SOLICITORS LLP,"£6,500.00", 31/07/2018,Chief Executives,Professional Fees
IBM UNITED KINGDOM LIMITED,"£12,000.00", 31/07/2018,Chief Executives,Services Private Contractor
IBM UNITED KINGDOM LIMITED,"£9,638.87", 31/07/2018,Chief Executives,Services Private Contractor
CASTLE WATER LIMITED,"£1,045.69", 31/07/2018,Comm Safety and Environment,Water
SIPSYNERGY LTD,£997.60, 31/07/2018,Chief Executives,Local Nwork Comms Purch Maint
SIPSYNERGY LTD,£991.90, 31/07/2018,Chief Executives,Local Nwork Comms Purch Maint
CCS MEDIA,£859.01, 31/07/2018,Chief Executives,Computer Hardware
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£102.55, 31/07/2018,Chief Executives,ESS Care Grant Furniture
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£37.61, 31/07/2018,Chief Executives,ESS Care Grant Furniture
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£216.59, 31/07/2018,Chief Executives,ESS Care Grant Electrical
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£45.60, 31/07/2018,Chief Executives,ESS Care Grant Electrical
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£262.19, 31/07/2018,Chief Executives,ESS Care Grant Electrical
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£11.39, 31/07/2018,Chief Executives,ESS Care Grant Electrical
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£11.39, 31/07/2018,Chief Executives,ESS Care Grant Electrical
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£39.89, 31/07/2018,Chief Executives,ESS Care Grant Electrical
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£5.69, 31/07/2018,Chief Executives,ESS Care Grant Electrical
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£18.23, 31/07/2018,Chief Executives,ESS Care Grant Electrical
REDACTED PERSONAL INFORMATION,"£2,000.00", 31/07/2018,Housing Services,Landlord Incentive Payments
CALDER INSULATIONS LIMITED (JR FOWLER A/F),"£1,152.00", 31/07/2018,Comm Safety and Environment,Asbestos Analysis
CALDER INSULATIONS LIMITED (JR FOWLER A/F),"£1,152.00", 31/07/2018,Comm Safety and Environment,Asbestos Analysis
CALDER INSULATIONS LIMITED (JR FOWLER A/F),£360.00, 31/07/2018,Comm Safety and Environment,Asbestos Analysis
PORT OF LONDON AUTHORITY,£642.08, 31/07/2018,Regeneration Enterprise and Sk,Non It Licences
SOIL ASSOCIATION LTD,"£2,261.50", 31/07/2018,Health and Adult Services,Services by External Providers
ASMAC & CO (SURFACING) LTD,"£2,358.00", 31/07/2018,Housing Services HRA,Direct Orders
ALLEN & SMITH LTD,"£1,320.00", 31/07/2018,Housing Services HRA,Professional Fees
THE PARTICIPATION PEOPLE LTD,"£6,500.00", 31/07/2018,Childrens Services,Other Agency Services
OMAKLINKS LIMITED,£834.70, 31/07/2018,Health and Adult Services,BIA`s (Best Interest Assessment)
OMAKLINKS LIMITED,£950.08, 31/07/2018,Health and Adult Services,BIA`s (Best Interest Assessment)
OMAKLINKS LIMITED,£823.30, 31/07/2018,Health and Adult Services,BIA`s (Best Interest Assessment)
REDACTED PERSONAL INFORMATION,£365.17, 31/07/2018,Housing Services,Rent Bond/ Arrears
REDACTED PERSONAL INFORMATION,£365.17, 31/07/2018,Housing Services,Repairs Bonds
TCS COMPUTER SERVICES LTD,"£1,183.21", 31/07/2018,Chief Executives,Services Private Contractor
TCS COMPUTER SERVICES LTD,"£3,186.28", 31/07/2018,Chief Executives,Services Private Contractor
JW FAMILY ASSESSMENT SERVICES LTD,"£5,425.00", 31/07/2018,Chief Executives,Professional Fees
CJS PORTSMOUTH LTD,"£1,284.77", 31/07/2018,Housing Services HRA,Cleaning Materials
LONDON BOROUGH OF CAMDEN,"£2,500.00", 31/07/2018,Housing Services,Misc Landlord Payments
REDACTED PERSONAL INFORMATION,"£2,000.00", 31/07/2018,Housing Services,Landlord Incentive Payments
LOOMIS UK LIMITED,"£1,393.27", 31/07/2018,Chief Executives,Services Private Contractor
ANGELS ABODE LIMITED,"£1,860.00", 31/07/2018,Health and Adult Services,Rents Other
