Creditor_Name ,Invoice Line Amount,Payment_Date,LA Department,Expenditure Category/Description
THE ADOLESCENT & CHILDRENS TRUST,"£2,832.90", 15/10/2018,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"£2,700.00", 15/10/2018,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"£1,350.00", 15/10/2018,Agency Placements,Childrens Services
THE ADOLESCENT & CHILDRENS TRUST,"£1,016.86", 15/10/2018,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"£1,671.45", 15/10/2018,Agency Placements,Childrens Services
THE ADOLESCENT & CHILDRENS TRUST,"£3,213.42", 15/10/2018,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"£2,727.11", 15/10/2018,Agency Placements,Childrens Services
LLOYDS TSB COMMERCIAL FINANCE LTD,£777.54, 15/10/2018,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"£3,942.66", 15/10/2018,Agency Placements,Childrens Services
ANGELS ABODE LIMITED,"£1,500.00", 15/10/2018,LC Staying Put,Childrens Services
REDACTED PERSONAL INFORMATION,"£15,000.00", 15/10/2018,Agency Placements,Childrens Services
NEXT STEP CARE MANAGEMENT LTD,"£2,608.28", 15/10/2018,Agency Placements,Childrens Services
NEXT STEP CARE MANAGEMENT LTD,"£2,250.00", 15/10/2018,Agency Placements,Childrens Services
NET PEX  LIMITED,"£6,350.78", 15/10/2018,Agency Placements,Childrens Services
DNA WORLDWIDE GROUP LTD,£711.60, 16/10/2018,DNA Testing,Childrens Services
SOUTH OF ENGLAND FOUNDATION,£840.00, 16/10/2018,Interventions Activities,Childrens Services
LONDON BOROUGH OF LEWISHAM,"£10,572.69", 16/10/2018,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"£1,110.00", 16/10/2018,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,£780.00, 16/10/2018,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,£666.00, 16/10/2018,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"£1,110.00", 16/10/2018,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,£702.00, 16/10/2018,Other Services,Childrens Services
CASTLE WATER LIMITED,£602.23, 16/10/2018,Water,Childrens Services
TEACHERACTIVE LIMITED,£505.10, 16/10/2018,MIsc,Childrens Services
TEACHERACTIVE LIMITED,£594.24, 16/10/2018,MIsc,Childrens Services
TEACHERACTIVE LIMITED,£594.24, 16/10/2018,MIsc,Childrens Services
THE PARTICIPATION PEOPLE LTD,£187.20, 16/10/2018,Professional Fees,Childrens Services
THE PARTICIPATION PEOPLE LTD,£549.90, 16/10/2018,Professional Fees,Childrens Services
REDACTED PERSONAL INFORMATION,"£5,400.00", 16/10/2018,Private Home Help Domestic,Childrens Services
MONDALE ESTATES LTD,£887.84, 16/10/2018,Asylum Immigration,Childrens Services
MONDALE ESTATES LTD,£887.84, 16/10/2018,LC Independent Living,Childrens Services
MONDALE ESTATES LTD,"£1,109.80", 16/10/2018,Asylum Immigration,Childrens Services
MONDALE ESTATES LTD,£887.84, 16/10/2018,Asylum Immigration,Childrens Services
MONDALE ESTATES LTD,£887.84, 16/10/2018,Asylum Immigration,Childrens Services
MONDALE ESTATES LTD,£887.84, 16/10/2018,LC Independent Living,Childrens Services
MONDALE ESTATES LTD,£887.84, 16/10/2018,LC Independent Living,Childrens Services
CHRYSALIS CARE (FOSTERING) LTD,"£3,433.35", 16/10/2018,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"£4,714.29", 16/10/2018,Agency Placements,Childrens Services
CHRYSALIS CARE (FOSTERING) LTD,"£3,650.24", 16/10/2018,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"£1,349.95", 16/10/2018,Agency Placements,Childrens Services
THE ANNA FREUD CENTRE,£668.00, 17/10/2018,Training Expenses,Childrens Services
REDACTED PERSONAL INFORMATION,£535.00, 17/10/2018,Other Services,Childrens Services
ALL KIDS CAN LIMITED,"£28,300.00", 17/10/2018,Other Agency Services,Childrens Services
QUAGGY DEVELOPMENT TRUST GWCC,"£197,872.06", 17/10/2018,C&F Commissioning Contract,Childrens Services
SOUTH OF ENGLAND FOUNDATION,"£251,050.50", 17/10/2018,Universal Youth,Childrens Services
REDACTED PERSONAL INFORMATION,"£2,906.25", 17/10/2018,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"£2,812.50", 17/10/2018,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"£3,321.34", 17/10/2018,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"£3,214.20", 17/10/2018,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"£3,321.34", 17/10/2018,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"£3,214.20", 17/10/2018,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"£2,906.25", 17/10/2018,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"£2,812.50", 17/10/2018,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"£3,021.39", 17/10/2018,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"£2,495.00", 17/10/2018,Agency Placements,Childrens Services
KENT HOMEFINDING & FOSTERING LTD,£500.00, 17/10/2018,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"£2,600.00", 17/10/2018,Agency Placements,Childrens Services
MONDALE ESTATES LTD,£887.84, 17/10/2018,Asylum Immigration,Childrens Services
MONDALE ESTATES LTD,£887.84, 17/10/2018,Asylum Immigration,Childrens Services
MONDALE ESTATES LTD,£887.84, 17/10/2018,Asylum Immigration,Childrens Services
CHRYSALIS CARE (FOSTERING) LTD,"£3,578.70", 17/10/2018,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"£22,807.32", 17/10/2018,Agency Placements,Childrens Services
AMBER CAR SERVICES LTD,"£1,238.58", 17/10/2018,Transport For Children,Childrens Services
REDACTED PERSONAL INFORMATION,"£11,212.95", 17/10/2018,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"£13,064.10", 17/10/2018,Other Services,Childrens Services
BALLOON DAY NURSERY LIMITED,"£6,532.05", 17/10/2018,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"£1,710.45", 17/10/2018,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"£8,779.50", 17/10/2018,Other Services,Childrens Services
THE CO-OPERATIVE CHILDCARE,"£6,532.05", 17/10/2018,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"£10,034.64", 17/10/2018,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"£13,344.04", 17/10/2018,Other Services,Childrens Services
CRAFTY WIZARDS LTD,"£7,371.88", 17/10/2018,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"£1,140.30", 17/10/2018,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"£2,332.87", 17/10/2018,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"£2,280.60", 17/10/2018,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"£3,641.64", 17/10/2018,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,£866.87, 17/10/2018,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"£20,000.00", 17/10/2018,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"£9,716.20", 17/10/2018,Other Services,Childrens Services
GRACE EDUCATION LTD,"£5,598.90", 17/10/2018,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"£7,411.95", 17/10/2018,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"£17,284.50", 17/10/2018,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"£20,000.00", 17/10/2018,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"£20,000.00", 17/10/2018,Other Services,Childrens Services
GREENWICH LEISURE LIMITED,"£9,253.73", 17/10/2018,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,£933.15, 17/10/2018,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"£1,140.30", 17/10/2018,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"£12,543.30", 17/10/2018,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"£16,698.37", 17/10/2018,Other Services,Childrens Services
HOME-START GREENWICH PLUMSTEAD NURSERY,"£3,822.67", 17/10/2018,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"£3,732.60", 17/10/2018,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"£1,140.30", 17/10/2018,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"£7,416.22", 17/10/2018,Other Services,Childrens Services
LITTLE ELMS DAYCARE NURSERY PENINSULA LTD,"£5,132.32", 17/10/2018,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"£2,128.56", 17/10/2018,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"£8,305.03", 17/10/2018,Other Services,Childrens Services
LITTLE PEOPLE`S MONTESSORI LIMITED,"£2,255.10", 17/10/2018,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,£570.15, 17/10/2018,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"£6,691.50", 17/10/2018,Other Services,Childrens Services
MORE2CHILDCARE CIC,"£2,050.42", 17/10/2018,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"£2,280.60", 17/10/2018,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"£10,264.65", 17/10/2018,Other Services,Childrens Services
NEW VISION DAY NURSERY LTD,"£2,799.45", 17/10/2018,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"£1,140.30", 17/10/2018,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"£1,866.30", 17/10/2018,Other Services,Childrens Services
PELEDZIUKAS BILINGUAL CHILDCARE & EDUCATION CTR LT,£933.15, 17/10/2018,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"£3,270.60", 17/10/2018,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"£6,065.47", 17/10/2018,Other Services,Childrens Services
PELEDZIUKAS BILINGUAL CHILDCARE & EDUCATION CTR LT,"£5,132.32", 17/10/2018,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"£6,841.80", 17/10/2018,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"£8,923.92", 17/10/2018,Other Services,Childrens Services
PLUMSTEAD COMMON PRE SCHOOL,"£3,732.60", 17/10/2018,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"£9,152.55", 17/10/2018,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"£15,067.87", 17/10/2018,Other Services,Childrens Services
QUAGGY DEVELOPMENT TRUST (MARGARET BONDFIELD),£933.15, 17/10/2018,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"£5,131.35", 17/10/2018,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"£8,277.15", 17/10/2018,Other Services,Childrens Services
QUAGGY COMMUNITY CENTRE & NURSERY,"£2,443.35", 17/10/2018,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"£20,000.00", 17/10/2018,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"£9,122.40", 17/10/2018,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"£10,264.65", 17/10/2018,Other Services,Childrens Services
ST PAULS PLAYGROUP PLUMSTEAD,"£3,732.60", 17/10/2018,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,£570.15, 17/10/2018,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"£12,130.95", 17/10/2018,Other Services,Childrens Services
BLACKHEATH DAY NURSERY,"£6,532.05", 17/10/2018,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,£933.15, 17/10/2018,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"£7,411.95", 17/10/2018,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"£9,409.25", 17/10/2018,Other Services,Childrens Services
TOP TOTS DAY CARE,"£3,654.82", 17/10/2018,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"£6,190.41", 17/10/2018,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"£3,762.99", 17/10/2018,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"£12,597.52", 17/10/2018,Other Services,Childrens Services
VILLAGE NURSERIES LIMITED,"£1,213.08", 17/10/2018,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"£2,850.75", 17/10/2018,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"£18,196.42", 17/10/2018,Other Services,Childrens Services
ZEEBA WOOLWICH LIMITED T/AS ZEEBA DAYCARE,"£11,664.37", 17/10/2018,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"£20,000.00", 17/10/2018,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"£1,100.00", 18/10/2018,Higher Education,Childrens Services
REDACTED PERSONAL INFORMATION,£667.00, 18/10/2018,Higher Education,Childrens Services
ALERE TOXICOLOGY PLC,£628.80, 19/10/2018,Legal Fees,Childrens Services
MAYOR`S OFFICE FOR POLICING AND CRIME,"£11,167.00", 18/10/2018,Other Services,Childrens Services
MAYOR`S OFFICE FOR POLICING AND CRIME,"£86,094.00", 18/10/2018,Other Services,Childrens Services
MAYOR`S OFFICE FOR POLICING AND CRIME,"£33,500.00", 18/10/2018,Other Services,Childrens Services
SAVRAN LIMITED,"£6,585.00", 18/10/2018,Training Expenses,Childrens Services
REDACTED PERSONAL INFORMATION,"£2,883.33", 18/10/2018,Services Other Local Author,Childrens Services
REDACTED PERSONAL INFORMATION,"£7,200.00", 18/10/2018,Inter Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"£1,314.00", 18/10/2018,Inter Agency Placements,Childrens Services
THE NATIONAL YOUTH ADVOCACY SERVICE,"£12,443.75", 18/10/2018,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,£667.00, 18/10/2018,Higher Education,Childrens Services
REDACTED PERSONAL INFORMATION,"£7,548.00", 19/10/2018,Services Other Local Author,Childrens Services
REDACTED PERSONAL INFORMATION,"£4,182.26", 19/10/2018,Services Other Local Author,Childrens Services
REDACTED PERSONAL INFORMATION,"£2,955.00", 19/10/2018,Services Other Local Author,Childrens Services
DLD COLLEGE LONDON,"£20,807.00", 19/10/2018,MIsc,Childrens Services
REDACTED PERSONAL INFORMATION,"£8,103.88", 19/10/2018,Services Other Local Author,Childrens Services
REDACTED PERSONAL INFORMATION,"£6,655.27", 19/10/2018,Other Services,Childrens Services
DIVA UK LIMITED,"£2,730.00", 19/10/2018,R and M Day To Day,Childrens Services
SWANSTAFF RECRUITMENT LIMITED,£766.91, 19/10/2018,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"£1,140.30", 19/10/2018,Supply/Sessional Normal TIme,Childrens Services
RAHANA HUSSAIN,£550.00, 19/10/2018,Other Services,Childrens Services
GREENWICH SERVICE PLUS LIMITED,"£199,803.54", 19/10/2018,Vehicle Hire,Childrens Services
THE MOUNT CAMPHILL COMMUNITY LTD,"£21,519.66", 19/10/2018,MIsc,Childrens Services
REDACTED PERSONAL INFORMATION,"£1,250.00", 19/10/2018,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"£1,250.00", 19/10/2018,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,£950.00, 19/10/2018,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"£11,720.10", 19/10/2018,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"£1,701.00", 19/10/2018,Secure Accommodation,Childrens Services
REDACTED PERSONAL INFORMATION,"£5,859.00", 19/10/2018,Secure Accommodation,Childrens Services
REDACTED PERSONAL INFORMATION,"£1,701.00", 19/10/2018,Secure Accommodation,Childrens Services
GL EDUCATION GROUP LTD T/A GL ASSESSMENT LTD,"£3,032.64", 19/10/2018,Equipment,Childrens Services
GL EDUCATION GROUP LTD T/A GL ASSESSMENT LTD,£12.00, 19/10/2018,Equipment,Childrens Services
GREENWICH SERVICE PLUS LIMITED,"£44,507.70", 22/10/2018,Operational Normal Time,Childrens Services
GREENWICH SERVICE PLUS LIMITED,"£15,846.72", 22/10/2018,Vehicle Hire,Childrens Services
GREENWICH SERVICE PLUS LIMITED,"£8,954.28", 22/10/2018,Vehicle Hire,Childrens Services
GREENWICH SERVICE PLUS LIMITED,"£5,471.28", 22/10/2018,Operational Normal Time,Childrens Services
GREENWICH SERVICE PLUS LIMITED,"£4,377.00", 22/10/2018,Operational Normal Time,Childrens Services
LONDON BOROUGH OF SOUTHWARK,"£1,886.30", 22/10/2018,Vehicle Hire External Hired,Childrens Services
SWANSTAFF RECRUITMENT LIMITED,£634.32, 22/10/2018,Other Services,Childrens Services
STREETWISE KIDS LIMITED,"£6,540.00", 22/10/2018,YOS Volunteers,Childrens Services
THE PARTICIPATION PEOPLE LTD,"£6,500.00", 22/10/2018,Other Agency Services,Childrens Services
REDACTED PERSONAL INFORMATION,£576.00, 22/10/2018,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"£3,182.40", 22/10/2018,Services by External Providers,Childrens Services
REDACTED PERSONAL INFORMATION,"£3,182.40", 22/10/2018,Services by External Providers,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,£44.50, 22/10/2018,Travel Expenses,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,£210.15, 22/10/2018,Transport For Parent Car,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,£357.00, 22/10/2018,Travel Expenses,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,£88.20, 22/10/2018,Transport For Parent Car,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,£507.30, 22/10/2018,Travel Expenses,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,£352.20, 22/10/2018,Transport For Parent Car,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,£103.40, 22/10/2018,Travel Expenses,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,£90.80, 22/10/2018,Transport For Parent Car,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,£201.70, 22/10/2018,Travel Expenses,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,£386.55, 22/10/2018,Transport For Parent Car,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,£51.70, 22/10/2018,Transport For Children,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,£66.30, 22/10/2018,Travel Expenses,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,£446.35, 22/10/2018,Transport For Parent Car,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,£184.90, 22/10/2018,Travel Expenses,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,£150.50, 22/10/2018,Transport For Parent Car,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,£184.40, 22/10/2018,Travel Expenses,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,£110.00, 22/10/2018,Travel Expenses,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,£365.90, 22/10/2018,Transport For Parent Car,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,£379.10, 22/10/2018,Travel Expenses,Childrens Services
